Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
509,2010-09-22 02:27:07,2010-09-22 02:35:37,31201,15th & P St NW,31201,15th & P St NW,W00743,Casual,38.9098497,-77.034438
1991,2010-09-22 03:31:45,2010-09-22 04:04:56,31202,14th & R St NW,31002,20th & Crystal Dr,W00142,Member,38.9126963,-77.03167
438,2010-09-22 04:07:42,2010-09-22 04:15:01,31000,Eads St & 15th St S,31001,18th & Eads St.,W00853,Member,38.8589788,-77.0532323
788,2010-09-22 05:41:03,2010-09-22 05:54:12,31106,Calvert & Biltmore St NW,31106,Calvert & Biltmore St NW,W00555,Member,38.9232108,-77.0476393
652,2010-09-22 05:56:13,2010-09-22 06:07:06,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00821,Member,38.8578738,-77.0594923
1035,2010-09-22 06:01:58,2010-09-22 06:19:14,31105,14th & Harvard St NW,31205,21st & I St NW,W00752,Member,38.9267997,-77.0322
623,2010-09-22 06:19:36,2010-09-22 06:30:00,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00897,Member,38.8572997,-77.0511
455,2010-09-22 06:53:05,2010-09-22 07:00:41,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00289,Member,38.9100997,-77.0444
265,2010-09-22 07:03:41,2010-09-22 07:08:07,31009,27th & Crystal Dr,31011,23rd & Crystal Dr,W00840,Casual,38.8484407,-77.051516
204,2010-09-22 07:04:35,2010-09-22 07:07:59,31009,27th & Crystal Dr,31011,23rd & Crystal Dr,W00240,Casual,38.8484407,-77.051516
210,2010-09-22 07:14:23,2010-09-22 07:17:54,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00897,Member,38.8578738,-77.0594923
1281,2010-09-22 07:24:32,2010-09-22 07:45:53,31107,Lamont & Mt Pleasant NW,31110,20th St & Florida Ave NW,W00971,Member,38.9319014,-77.0387453
281,2010-09-22 07:28:26,2010-09-22 07:33:07,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00569,Member,38.9100997,-77.0444
673,2010-09-22 07:29:25,2010-09-22 07:40:38,31203,14th & Rhode Island Ave NW,31104,Adams Mill & Columbia Rd NW,W00032,Member,38.9085997,-77.0323
118,2010-09-22 07:29:43,2010-09-22 07:31:42,31007,Crystal City Metro / 18th & Bell St,31002,20th & Crystal Dr,W00278,Member,38.8572997,-77.0511
1187,2010-09-22 07:35:45,2010-09-22 07:55:33,31107,Lamont & Mt Pleasant NW,31205,21st & I St NW,W00869,Casual,38.9319014,-77.0387453
224,2010-09-22 07:36:28,2010-09-22 07:40:13,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W00856,Casual,38.9374997,-77.0328
323,2010-09-22 07:44:42,2010-09-22 07:50:05,31103,16th & Harvard St NW,31101,14th & V St NW,W01070,Member,38.9261399,-77.0366677
984,2010-09-22 07:45:30,2010-09-22 08:01:55,31201,15th & P St NW,31603,1st & M St NE,W00783,Member,38.9098497,-77.034438
723,2010-09-22 07:46:23,2010-09-22 07:58:26,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00968,Member,38.9360427,-77.024649
398,2010-09-22 07:52:21,2010-09-22 07:59:00,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00860,Member,38.9100997,-77.0444
478,2010-09-22 07:53:42,2010-09-22 08:01:41,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00428,Member,38.9248997,-77.0222
120,2010-09-22 07:54:50,2010-09-22 07:56:51,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W01063,Member,38.9126963,-77.03167
481,2010-09-22 07:56:17,2010-09-22 08:04:18,31203,14th & Rhode Island Ave NW,31100,19th St & Pennsylvania Ave NW,W00415,Member,38.9085997,-77.0323
490,2010-09-22 07:57:45,2010-09-22 08:05:55,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00363,Member,38.9374997,-77.0328
751,2010-09-22 08:02:10,2010-09-22 08:14:42,31103,16th & Harvard St NW,31212,21st & M St NW,W00848,Member,38.9261399,-77.0366677
773,2010-09-22 08:04:40,2010-09-22 08:17:33,31604,3rd & H St NW,31213,17th & K St NW,W00886,Member,38.8994158,-77.0152913
911,2010-09-22 08:14:34,2010-09-22 08:29:46,31111,10th & U St NW,31206,19th & E Street NW,W00546,Member,38.9171997,-77.0259
1296,2010-09-22 08:18:13,2010-09-22 08:39:50,31111,10th & U St NW,31206,19th & E Street NW,W00519,Member,38.9171997,-77.0259
391,2010-09-22 08:19:26,2010-09-22 08:25:58,31103,16th & Harvard St NW,31101,14th & V St NW,W00479,Member,38.9261399,-77.0366677
868,2010-09-22 08:19:48,2010-09-22 08:34:16,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00523,Casual,38.9153997,-77.0446
361,2010-09-22 08:20:03,2010-09-22 08:26:05,31212,21st & M St NW,31204,20th & E St NW,W00569,Casual,38.9053609,-77.0467762
726,2010-09-22 08:20:35,2010-09-22 08:32:42,31600,5th & K St NW,31205,21st & I St NW,W00557,Member,38.9025842,-77.0556545
1370,2010-09-22 08:22:56,2010-09-22 08:45:46,31108,4th & M St SW,31212,21st & M St NW,W00119,Member,38.8766997,-77.0178
443,2010-09-22 08:22:58,2010-09-22 08:30:22,31107,Lamont & Mt Pleasant NW,31101,14th & V St NW,W00512,Member,38.9319014,-77.0387453
657,2010-09-22 08:24:12,2010-09-22 08:35:09,31104,Adams Mill & Columbia Rd NW,31100,19th St & Pennsylvania Ave NW,W00032,Member,38.9230444,-77.0425553
385,2010-09-22 08:24:38,2010-09-22 08:31:03,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W01070,Member,38.9175997,-77.0321
221,2010-09-22 08:32:56,2010-09-22 08:36:37,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W01029,Member,38.9230444,-77.0425553
593,2010-09-22 08:37:25,2010-09-22 08:47:18,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W01030,Member,38.9175997,-77.0321
669,2010-09-22 08:39:28,2010-09-22 08:50:38,31201,15th & P St NW,31205,21st & I St NW,W00987,Member,38.9098497,-77.034438
3181,2010-09-22 08:41:13,2010-09-22 09:34:14,31201,15th & P St NW,31208,M St & New Jersey Ave SE,W01000,Casual,38.9098497,-77.034438
334,2010-09-22 08:41:16,2010-09-22 08:46:50,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W01067,Member,38.9085997,-77.0323
495,2010-09-22 08:42:45,2010-09-22 08:51:00,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00806,Member,38.9171997,-77.0259
945,2010-09-22 08:43:05,2010-09-22 08:58:51,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00555,Member,38.9232108,-77.0476393
1177,2010-09-22 08:44:10,2010-09-22 09:03:48,31203,14th & Rhode Island Ave NW,31400,Georgia & New Hampshire Ave NW,W00492,Member,38.9085997,-77.0323
816,2010-09-22 08:45:51,2010-09-22 08:59:28,31602,Park Rd & Holmead Pl NW,31212,21st & M St NW,W00380,Member,38.9308232,-77.0315137
665,2010-09-22 08:46:01,2010-09-22 08:57:06,31101,14th & V St NW,31213,17th & K St NW,W00338,Member,38.9175997,-77.0321
630,2010-09-22 08:46:02,2010-09-22 08:56:33,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00772,Member,38.9153997,-77.0446
670,2010-09-22 08:47:15,2010-09-22 08:58:26,31103,16th & Harvard St NW,31100,19th St & Pennsylvania Ave NW,W01077,Casual,38.9261399,-77.0366677
1055,2010-09-22 08:47:38,2010-09-22 09:05:13,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00742,Member,38.9007997,-77.047
1051,2010-09-22 08:47:40,2010-09-22 09:05:11,31603,1st & M St NE,31213,17th & K St NW,W00955,Member,38.9056997,-77.0056
691,2010-09-22 08:49:35,2010-09-22 09:01:07,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00948,Member,38.9085997,-77.0323
329,2010-09-22 08:52:35,2010-09-22 08:58:05,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00285,Member,38.9085997,-77.0323
301,2010-09-22 09:00:13,2010-09-22 09:05:14,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00318,Member,38.9175997,-77.0321
138,2010-09-22 09:02:03,2010-09-22 09:04:21,31111,10th & U St NW,31109,7th & T St NW,W00472,Member,38.9171997,-77.0259
837,2010-09-22 09:07:53,2010-09-22 09:21:51,31105,14th & Harvard St NW,31201,15th & P St NW,W00858,Member,38.9267997,-77.0322
707,2010-09-22 09:08:07,2010-09-22 09:19:55,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00377,Member,38.9232108,-77.0476393
403,2010-09-22 09:09:38,2010-09-22 09:16:22,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00743,Member,38.9098497,-77.034438
593,2010-09-22 09:12:54,2010-09-22 09:22:48,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00491,Member,38.9171997,-77.0259
207,2010-09-22 09:16:05,2010-09-22 09:19:33,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00742,Member,38.9230444,-77.0425553
904,2010-09-22 09:16:50,2010-09-22 09:31:54,31201,15th & P St NW,31600,5th & K St NW,W00833,Member,38.9098497,-77.034438
331,2010-09-22 09:17:26,2010-09-22 09:22:57,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00288,Member,38.9319014,-77.0387453
453,2010-09-22 09:19:26,2010-09-22 09:26:59,31009,27th & Crystal Dr,31002,20th & Crystal Dr,W00735,Casual,38.8484407,-77.051516
956,2010-09-22 09:22:48,2010-09-22 09:38:45,31107,Lamont & Mt Pleasant NW,31200,Massachusetts Ave & Dupont Circle NW,W00828,Casual,38.9319014,-77.0387453
429,2010-09-22 09:24:49,2010-09-22 09:31:59,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W01059,Member,38.9248997,-77.0222
678,2010-09-22 09:29:51,2010-09-22 09:41:10,31103,16th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W00339,Member,38.9261399,-77.0366677
1028,2010-09-22 09:30:43,2010-09-22 09:47:51,31206,19th & E Street NW,31600,5th & K St NW,W00885,Member,42.6795631304348,-75.4927429130435
538,2010-09-22 09:31:56,2010-09-22 09:40:55,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00580,Member,38.9261399,-77.0366677
313,2010-09-22 09:36:12,2010-09-22 09:41:25,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00318,Member,38.9085997,-77.0323
280,2010-09-22 09:36:42,2010-09-22 09:41:22,31801,Anacostia Metro,31802,Good Hope Rd & MLK Ave SE,W00970,Member,38.86269,-76.9946988
814,2010-09-22 09:37:10,2010-09-22 09:50:45,31101,14th & V St NW,31600,5th & K St NW,W00377,Member,38.9175997,-77.0321
31948,2010-09-22 09:39:17,2010-09-22 18:31:45,31201,15th & P St NW,31213,17th & K St NW,W00805,Member,38.9098497,-77.034438
551,2010-09-22 09:46:20,2010-09-22 09:55:31,31203,14th & Rhode Island Ave NW,31205,21st & I St NW,W01063,Member,38.9085997,-77.0323
525,2010-09-22 09:53:35,2010-09-22 10:02:20,31213,17th & K St NW,31600,5th & K St NW,W00614,Member,38.9027555,-77.0386382
732,2010-09-22 09:53:36,2010-09-22 10:05:49,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W01110,Member,38.9171997,-77.0259
440,2010-09-22 09:56:08,2010-09-22 10:03:28,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00828,Casual,38.9100997,-77.0444
1006,2010-09-22 09:59:06,2010-09-22 10:15:53,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W00833,Member,38.9025842,-77.0556545
598,2010-09-22 10:02:49,2010-09-22 10:12:48,31101,14th & V St NW,31213,17th & K St NW,W00968,Member,38.9175997,-77.0321
627,2010-09-22 10:05:56,2010-09-22 10:16:23,31109,7th & T St NW,31213,17th & K St NW,W00334,Member,38.9154997,-77.0222
1021,2010-09-22 10:10:11,2010-09-22 10:27:12,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00905,Casual,38.9153997,-77.0446
1012,2010-09-22 10:10:20,2010-09-22 10:27:13,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00977,Casual,38.9153997,-77.0446
1129,2010-09-22 10:21:25,2010-09-22 10:40:14,31103,16th & Harvard St NW,31205,21st & I St NW,W00838,Member,38.9261399,-77.0366677
236,2010-09-22 10:26:35,2010-09-22 10:30:32,31111,10th & U St NW,31101,14th & V St NW,W00344,Member,38.9171997,-77.0259
204,2010-09-22 10:27:00,2010-09-22 10:30:25,31111,10th & U St NW,31101,14th & V St NW,W00376,Member,38.9171997,-77.0259
479,2010-09-22 10:31:44,2010-09-22 10:39:44,31105,14th & Harvard St NW,31201,15th & P St NW,W00577,Member,38.9267997,-77.0322
269,2010-09-22 10:35:33,2010-09-22 10:40:02,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00368,Member,38.8572997,-77.0511
174,2010-09-22 10:47:34,2010-09-22 10:50:29,31004,Aurora Hills Community Ctr/18th & Hayes St,31007,Crystal City Metro / 18th & Bell St,W00821,Member,38.8578738,-77.0594923
3738,2010-09-22 10:47:47,2010-09-22 11:50:06,31201,15th & P St NW,31213,17th & K St NW,W00858,Casual,38.9098497,-77.034438
3570,2010-09-22 10:50:48,2010-09-22 11:50:18,31201,15th & P St NW,31213,17th & K St NW,W00773,Casual,38.9098497,-77.034438
625,2010-09-22 10:51:54,2010-09-22 11:02:19,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00755,Member,38.9085997,-77.0323
23620,2010-09-22 10:54:19,2010-09-22 17:27:59,31100,19th St & Pennsylvania Ave NW,31204,20th & E St NW,W00905,Casual,38.9002997,-77.0429
442,2010-09-22 10:54:49,2010-09-22 11:02:11,31201,15th & P St NW,31213,17th & K St NW,W00615,Member,38.9098497,-77.034438
23549,2010-09-22 10:55:43,2010-09-22 17:28:12,31100,19th St & Pennsylvania Ave NW,31204,20th & E St NW,W00523,Casual,38.9002997,-77.0429
346,2010-09-22 11:07:14,2010-09-22 11:13:01,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00194,Member,38.9085997,-77.0323
1419,2010-09-22 11:11:02,2010-09-22 11:34:42,31100,19th St & Pennsylvania Ave NW,31208,M St & New Jersey Ave SE,W01077,Casual,38.9002997,-77.0429
792,2010-09-22 11:12:32,2010-09-22 11:25:45,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00479,Member,38.9175997,-77.0321
3212,2010-09-22 11:14:56,2010-09-22 12:08:29,31008,12th & Army Navy Dr,31204,20th & E St NW,W00637,Casual,38.8628997,-77.0528
7975,2010-09-22 11:19:34,2010-09-22 13:32:29,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00240,Casual,38.8532997,-77.0498
2327,2010-09-22 11:19:57,2010-09-22 11:58:45,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01006,Member,38.8601822,-77.0496649
229,2010-09-22 11:21:41,2010-09-22 11:25:30,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00861,Casual,38.8572997,-77.0511
347,2010-09-22 11:25:29,2010-09-22 11:31:16,31004,Aurora Hills Community Ctr/18th & Hayes St,31012,26th & S Clark St,W00825,Member,38.8578738,-77.0594923
225,2010-09-22 11:42:04,2010-09-22 11:45:49,31100,19th St & Pennsylvania Ave NW,31100,19th St & Pennsylvania Ave NW,W00415,Member,38.9002997,-77.0429
2387,2010-09-22 11:46:03,2010-09-22 12:25:51,31109,7th & T St NW,31213,17th & K St NW,W00811,Member,38.9154997,-77.0222
224,2010-09-22 11:47:46,2010-09-22 11:51:30,31202,14th & R St NW,31101,14th & V St NW,W01057,Member,38.9126963,-77.03167
449,2010-09-22 11:49:00,2010-09-22 11:56:30,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00648,Member,38.9153997,-77.0446
798,2010-09-22 11:53:16,2010-09-22 12:06:34,31009,27th & Crystal Dr,31000,Eads St & 15th St S,W00799,Member,38.8484407,-77.051516
337,2010-09-22 11:56:20,2010-09-22 12:01:58,31011,23rd & Crystal Dr,31004,Aurora Hills Community Ctr/18th & Hayes St,W00100,Member,38.8532997,-77.0498
732,2010-09-22 12:00:01,2010-09-22 12:12:13,31213,17th & K St NW,31600,5th & K St NW,W00777,Member,38.9027555,-77.0386382
2282,2010-09-22 12:00:59,2010-09-22 12:39:02,31400,Georgia & New Hampshire Ave NW,31213,17th & K St NW,W00492,Casual,38.9360427,-77.024649
321,2010-09-22 12:04:33,2010-09-22 12:09:55,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W01030,Member,38.9100997,-77.0444
1212,2010-09-22 12:13:12,2010-09-22 12:33:25,31207,Georgia Ave and Fairmont St NW,31205,21st & I St NW,W00814,Member,38.9248997,-77.0222
1933,2010-09-22 12:15:13,2010-09-22 12:47:27,31206,19th & E Street NW,31200,Massachusetts Ave & Dupont Circle NW,W00546,Casual,42.6795631304348,-75.4927429130435
144,2010-09-22 12:16:21,2010-09-22 12:18:46,31000,Eads St & 15th St S,31011,23rd & Crystal Dr,W00978,Member,38.8589788,-77.0532323
686,2010-09-22 12:16:25,2010-09-22 12:27:52,31000,Eads St & 15th St S,31012,26th & S Clark St,W01066,Member,38.8589788,-77.0532323
786,2010-09-22 12:21:23,2010-09-22 12:34:29,31600,5th & K St NW,31212,21st & M St NW,W01101,Casual,38.9025842,-77.0556545
741,2010-09-22 12:24:34,2010-09-22 12:36:55,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W01079,Member,38.8563997,-77.0492
2861,2010-09-22 12:29:04,2010-09-22 13:16:45,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00479,Casual,38.9100997,-77.0444
297,2010-09-22 12:29:12,2010-09-22 12:34:10,31101,14th & V St NW,31111,10th & U St NW,W01059,Member,38.9175997,-77.0321
294,2010-09-22 12:29:35,2010-09-22 12:34:30,31101,14th & V St NW,31111,10th & U St NW,W00344,Member,38.9175997,-77.0321
874,2010-09-22 12:31:54,2010-09-22 12:46:28,31107,Lamont & Mt Pleasant NW,31111,10th & U St NW,W00437,Member,38.9319014,-77.0387453
155,2010-09-22 12:32:16,2010-09-22 12:34:51,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00978,Member,38.8532997,-77.0498
940,2010-09-22 12:32:23,2010-09-22 12:48:03,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00861,Casual,38.8532997,-77.0498
956,2010-09-22 12:33:03,2010-09-22 12:49:00,31600,5th & K St NW,31600,5th & K St NW,W00885,Member,38.9025842,-77.0556545
762,2010-09-22 12:38:55,2010-09-22 12:51:38,31007,Crystal City Metro / 18th & Bell St,31001,18th & Eads St.,W00824,Member,38.8572997,-77.0511
1159,2010-09-22 12:41:48,2010-09-22 13:01:08,31201,15th & P St NW,31600,5th & K St NW,W00843,Casual,38.9098497,-77.034438
1162,2010-09-22 12:43:20,2010-09-22 13:02:43,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00978,Member,38.8532997,-77.0498
569,2010-09-22 12:48:48,2010-09-22 12:58:18,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00318,Member,38.9100997,-77.0444
1246,2010-09-22 12:58:28,2010-09-22 13:19:15,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W01041,Member,38.8572997,-77.0511
701,2010-09-22 12:58:49,2010-09-22 13:10:30,31205,21st & I St NW,31201,15th & P St NW,W00830,Member,38.9007997,-77.047
680,2010-09-22 13:02:21,2010-09-22 13:13:42,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00861,Member,38.8532997,-77.0498
1070,2010-09-22 13:03:32,2010-09-22 13:21:23,31203,14th & Rhode Island Ave NW,31203,14th & Rhode Island Ave NW,W00471,Member,38.9085997,-77.0323
808,2010-09-22 13:04:15,2010-09-22 13:17:44,31212,21st & M St NW,31600,5th & K St NW,W00380,Casual,38.9053609,-77.0467762
177,2010-09-22 13:11:57,2010-09-22 13:14:54,31011,23rd & Crystal Dr,31000,Eads St & 15th St S,W01076,Member,38.8532997,-77.0498
171,2010-09-22 13:11:58,2010-09-22 13:14:50,31011,23rd & Crystal Dr,31000,Eads St & 15th St S,W00840,Member,38.8532997,-77.0498
280,2010-09-22 13:22:27,2010-09-22 13:27:07,31208,M St & New Jersey Ave SE,31208,M St & New Jersey Ave SE,W01000,Member,38.8762997,-77.0037
191,2010-09-22 13:32:03,2010-09-22 13:35:14,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00978,Member,38.8532997,-77.0498
457,2010-09-22 13:32:48,2010-09-22 13:40:25,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00760,Member,38.8532997,-77.0498
3623,2010-09-22 13:36:33,2010-09-22 14:36:57,31104,Adams Mill & Columbia Rd NW,31604,3rd & H St NW,W00339,Casual,38.9230444,-77.0425553
3580,2010-09-22 13:37:10,2010-09-22 14:36:50,31104,Adams Mill & Columbia Rd NW,31604,3rd & H St NW,W00347,Casual,38.9230444,-77.0425553
1409,2010-09-22 13:43:10,2010-09-22 14:06:39,31106,Calvert & Biltmore St NW,31200,Massachusetts Ave & Dupont Circle NW,W00903,Member,38.9232108,-77.0476393
10226,2010-09-22 13:43:52,2010-09-22 16:34:19,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual,38.8994158,-77.0152913
311,2010-09-22 13:45:51,2010-09-22 13:51:03,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00240,Member,38.8532997,-77.0498
310,2010-09-22 13:45:54,2010-09-22 13:51:04,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W01097,Member,38.8532997,-77.0498
7386,2010-09-22 13:53:45,2010-09-22 15:56:52,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01025,Casual,38.8601822,-77.0496649
2656,2010-09-22 13:54:47,2010-09-22 14:39:03,31201,15th & P St NW,31206,19th & E Street NW,W00830,Casual,38.9098497,-77.034438
7933,2010-09-22 13:56:32,2010-09-22 16:08:46,31604,3rd & H St NW,31606,Potomac & Pennsylvania Ave SE,W00540,Member,38.8994158,-77.0152913
68,2010-09-22 14:00:50,2010-09-22 14:01:59,31000,Eads St & 15th St S,31007,Crystal City Metro / 18th & Bell St,W00819,Member,38.8589788,-77.0532323
544,2010-09-22 14:01:11,2010-09-22 14:10:16,31204,20th & E St NW,31110,20th St & Florida Ave NW,W00289,Member,38.8963209,-77.045018
294,2010-09-22 14:03:25,2010-09-22 14:08:19,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00134,Member,38.8572997,-77.0511
288,2010-09-22 14:03:37,2010-09-22 14:08:25,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W01097,Member,38.8572997,-77.0511
3008,2010-09-22 14:03:48,2010-09-22 14:53:57,31103,16th & Harvard St NW,31213,17th & K St NW,W00868,Casual,38.9261399,-77.0366677
788,2010-09-22 14:09:16,2010-09-22 14:22:25,31106,Calvert & Biltmore St NW,31201,15th & P St NW,W00742,Casual,38.9232108,-77.0476393
626,2010-09-22 14:12:43,2010-09-22 14:23:09,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00829,Member,38.9085997,-77.0323
186,2010-09-22 14:23:19,2010-09-22 14:26:25,31004,Aurora Hills Community Ctr/18th & Hayes St,31007,Crystal City Metro / 18th & Bell St,W01097,Member,38.8578738,-77.0594923
524,2010-09-22 14:23:31,2010-09-22 14:32:16,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00869,Casual,38.9007997,-77.047
132,2010-09-22 14:24:08,2010-09-22 14:26:20,31004,Aurora Hills Community Ctr/18th & Hayes St,31007,Crystal City Metro / 18th & Bell St,W00100,Member,38.8578738,-77.0594923
852,2010-09-22 14:28:56,2010-09-22 14:43:08,31213,17th & K St NW,31213,17th & K St NW,W00492,Member,38.9027555,-77.0386382
9067,2010-09-22 14:29:43,2010-09-22 17:00:50,31009,27th & Crystal Dr,31012,26th & S Clark St,W00332,Casual,38.8484407,-77.051516
8984,2010-09-22 14:31:08,2010-09-22 17:00:52,31009,27th & Crystal Dr,31012,26th & S Clark St,W01079,Casual,38.8484407,-77.051516
392,2010-09-22 14:33:36,2010-09-22 14:40:08,31204,20th & E St NW,31212,21st & M St NW,W00048,Member,38.8963209,-77.045018
1167,2010-09-22 14:37:18,2010-09-22 14:56:45,31104,Adams Mill & Columbia Rd NW,31213,17th & K St NW,W00353,Casual,38.9230444,-77.0425553
1029,2010-09-22 14:45:38,2010-09-22 15:02:48,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00780,Casual,38.9153997,-77.0446
323,2010-09-22 14:46:24,2010-09-22 14:51:48,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00100,Member,38.8572997,-77.0511
308,2010-09-22 14:46:38,2010-09-22 14:51:47,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00819,Member,38.8572997,-77.0511
979,2010-09-22 14:47:42,2010-09-22 15:04:02,31000,Eads St & 15th St S,31000,Eads St & 15th St S,W01093,Casual,38.8589788,-77.0532323
200,2010-09-22 14:48:22,2010-09-22 14:51:42,31003,15th & Crystal Dr,31008,12th & Army Navy Dr,W01016,Casual,38.8601822,-77.0496649
742,2010-09-22 14:48:39,2010-09-22 15:01:02,31213,17th & K St NW,31101,14th & V St NW,W00615,Casual,38.9027555,-77.0386382
281,2010-09-22 14:49:04,2010-09-22 14:53:46,31105,14th & Harvard St NW,31101,14th & V St NW,W01012,Member,38.9267997,-77.0322
728,2010-09-22 14:51:45,2010-09-22 15:03:54,31000,Eads St & 15th St S,31000,Eads St & 15th St S,W00799,Casual,38.8589788,-77.0532323
785,2010-09-22 14:55:05,2010-09-22 15:08:11,31003,15th & Crystal Dr,31006,S Joyce & Army Navy Dr,W00822,Casual,38.8601822,-77.0496649
737,2010-09-22 14:55:28,2010-09-22 15:07:46,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W01067,Member,38.9100997,-77.0444
1101,2010-09-22 15:01:05,2010-09-22 15:19:26,31000,Eads St & 15th St S,31005,Pentagon City Metro / 12th & S Hayes St,W01076,Casual,38.8589788,-77.0532323
1417,2010-09-22 15:01:10,2010-09-22 15:24:47,31213,17th & K St NW,31103,16th & Harvard St NW,W00868,Casual,38.9027555,-77.0386382
585,2010-09-22 15:15:40,2010-09-22 15:25:26,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00806,Member,38.9100997,-77.0444
873,2010-09-22 15:18:17,2010-09-22 15:32:50,31605,3rd & D St SE,31607,14th & D St SE,W00549,Casual,38.8851401,-77.002229
339,2010-09-22 15:18:30,2010-09-22 15:24:09,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00640,Casual,38.9308232,-77.0315137
718,2010-09-22 15:21:55,2010-09-22 15:33:54,31212,21st & M St NW,31204,20th & E St NW,W00048,Member,38.9053609,-77.0467762
